PRT_ID;AREA;INT_SQFT;DATE_SALE;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL;SALES_PRICE
P01728;Karapakkam;929;18/02/2012;14;1;1;3;AbNormal;No;20/02/2003;Commercial;ELO;Paved;I;3.2;4.4;3.5;3.68;7698750
P09839;Velachery;1864;16/03/2005;187;3;2;5;Partial;No;22/03/1982;Commercial;ELO;Gravel;RH;3.2;4.6;2.8;3.71;15100560
P06489;Karapakkam;500;08/08/2009;113;1;1;2;AdjLand;No;13/08/1988;House;ELO;Gravel;A;3.3;2.3;2;2.48;3540750
P02016;Chrompet;796;25/12/2011;134;1;1;2;AdjLand;Yes;03/01/1975;Commercial;AllPub;No Access;RL;3.5;4.6;4.7;4.3;10912550
P03758;Chrompet;1212;15/01/2011;106;2;1;4;Family;Yes;18/01/1998;House;AllPub;Paved;RH;3.2;3;3.9;3.33;9572950
P07967;KK Nagar;2442;08/06/2008;71;4;2;6;AbNormal;No;11/06/1997;Others;NoSeWa;Gravel;RH;3.8;5;3;3.84;12588460
P09996;Velachery;1869;18/04/2004;36;3;2;5;AdjLand;No;29/04/1960;House;ELO;Paved;C;3.9;2.6;4.6;3.53;8074630
P06246;KK Nagar;1399;30/09/2009;46;2;1;4;Normal Sale;No;06/10/1985;House;NoSeWa;Gravel;RM;3.3;3.6;4.2;3.75;9406680
P05083;Karapakkam;1003;03/05/2010;92;1;1;3;AdjLand;No;11/05/1979;Commercial;NoSewr ;No Access;A;2.8;3.6;3.3;3.24;6329250
P05962;Chrompet;833;20/11/2009;164;1;1;3;Normal Sale;No;27/11/1980;House;ELO;Gravel;RM;3.6;2;4.8;3.32;8289150
P02241;Adyar;1150;08/11/2011;170;1;1;3;Family;No;11/11/1999;Commercial;ELO;No Access;I;2.1;4.8;2.5;;11660780
P08320;Adyar;672;15/02/2008;18;1;1;2;AbNormal;No;19/02/1989;Others;NoSeWa;No Access;A;4.5;4.7;4.4;4.49;4456285
P00967;T Nagar;1528;31/03/2013;163;1;1;4;AbNormal;Yes;07/04/1987;Others;NoSewr ;Gravel;RM;2.4;3.5;3.9;3.35;14203260
P05444;Karapakkam;1170;22/02/2010;78;1;1;3;AbNormal;Yes;04/03/1969;House;NoSeWa;Paved;C;2;2.7;3.9;2.97;5783750
P08917;T Nagar;1823;21/06/2007;0;2;1;5;Partial;Yes;27/06/1981;Commercial;ELO;No Access;RM;2.6;3.4;2.5;2.755;20527770
P05725;Karapakkam;833;03/01/2010;154;1;1;2;Normal Sale;No;14/01/1967;Others;AllPub;No Access;A;2.2;4.5;4.4;3.77;3267125
P05156;Velachery;1686;18/04/2010;78;2;1;4;Normal Sale;Yes;26/04/1978;House;NoSewr ;No Access;RM;2.3;2.1;5;3.02;10094840
P06019;Karapakkam;1615;09/11/2009;106;2;2;4;AdjLand;Yes;15/11/1986;Commercial;ELO;Paved;I;2.6;4.9;3.3;3.57;12288250
P04103;Anna Nagar;1914;07/11/2010;121;2;1;5;Family;Yes;11/11/1992;House;AllPub;Paved;RM;3.3;2.2;4.2;3.385;14499510
P06915;Velachery;1907;19/04/2009;86;3;2;5;Normal Sale;No;25/04/1987;Commercial;ELO;Paved;C;2.4;4;4.3;3.69;14025340
P02825;KK Nagar;1329;19/07/2011;44;1;1;3;AbNormal;Yes;23/07/1992;Others;AllPub;Paved;RL;4.4;4.3;2.4;3.57;9840760
P08677;Anna Nagar;1591;25/09/2007;23;1;1;4;Normal Sale;No;04/10/1969;House;AllPub;Paved;RM;3.8;3;4.4;3.84;11883360
P00747;TNagar;1856;20/08/2013;76;2;1;5;Normal Sale;No;30/08/1972;Commercial;NoSewr ;Paved;RH;3.8;3.7;3.5;3.64;19550620
P03165;Karapakkam;908;14/05/2011;46;1;1;3;AbNormal;No;25/05/1967;House;AllPub;Paved;C;2.2;3.2;4.1;3.26;4343000
P08184;Anna Nagar;1970;29/03/2008;50;2;1;5;Family;Yes;05/04/1981;Others;NoSeWa;No Access;RM;3.9;3.4;4.8;4.135;15043490
P00057;Chrompet;755;09/01/2015;8;1;1;2;Normal Sale;No;17/01/1982;Commercial;ELO;Gravel;RM;3.8;4.4;2.7;3.71;10727750
P07132;Velachery;1911;11/02/2009;28;3;2;5;Normal Sale;No;13/02/2002;House;NoSeWa;Paved;A;2.5;4.8;2;3.39;8051490
P07993;Anna Nagar;1692;28/05/2008;93;1;1;4;Normal Sale;Yes;07/06/1971;Others;AllPub;No Access;RM;2.6;3.7;2.4;2.795;13677550
P06513;Anna Nagar;1611;03/08/2009;32;1;1;4;Family;Yes;10/08/1981;Others;NoSewr ;Gravel;RM;4.8;2.9;2.2;3.285;14309040
P00182;Anna Nagar;1672;14/10/2014;132;1;1;4;AbNormal;Yes;18/10/1997;Others;NoSewr ;Paved;RM;3.6;3.7;3.1;3.425;14477850
P04112;Adyar;721;04/11/2010;145;1;1;2;Partial;No;06/11/2000;Others;NoSeWa;Paved;RL;3.4;2.8;4.6;3.88;7605550
P01235;Anna Nagar;1911;06/10/2012;150;2;1;5;Partial;Yes;10/10/1996;Others;ELO;No Access;RH;4.9;2.7;2;3.19;13382350
P02907;Adyar;1197;01/07/2011;53;1;1;3;AdjLand;Yes;10/07/1973;House;NoSeWa;Paved;RL;2.7;3.3;3.4;3.17;10279070
P01676;Karapakam;615;27/02/2012;61;1;1;2;Family;No;03/03/1993;Commercial;AllPub;Paved;RL;3.8;5;2.6;3.68;7284250
P09601;Velachery;1760;28/07/2006;42;2;1;4;Partial;No;11/08/1951;Others;ELO;Paved;I;2.1;2.7;2.6;2.52;8065300
P03736;Adyar;927;20/01/2011;72;1;1;3;Family;No;28/01/1978;Commercial;NoSeWa;Gravel;RM;4.7;5;2.6;3.71;12682895
P04543;KK Nagar;2283;12/08/2010;164;4;2;6;Family;Yes;15/08/1998;House;NoSeWa;Paved;RH;4.3;2.4;3.2;3.29;11417640
P06732;Anna Nagar;1804;10/06/2009;32;2;1;5;AbNormal;Yes;21/06/1967;House;NoSeWa;Gravel;RL;2.9;5;4.8;4.185;13450990
P06367;Karapakkam;516;04/09/2009;115;1;1;2;Normal Sale;No;15/09/1965;Others;NoSewr ;Gravel;RM;3.6;4;2.5;3.28;6318500
P07925;KK Nagar;1668;23/06/2008;14;2;1;4;AbNormal;No;26/06/1997;House;AllPub;Gravel;RL;4.7;4.9;3;4.08;10044620
P05796;KK Nagar;1956;21/12/2009;29;3;2;5;Normal Sale;Yes;23/12/2003;House;NoSewr ;Paved;RL;2.9;2.7;3.7;3.16;11373920
P09572;Velachery;1505;25/09/2006;89;2;1;4;Family;Yes;07/10/1957;Commercial;AllPub;Paved;C;3;4.1;3.8;3.74;12150830
P06291;Velachery;1598;19/09/2009;88;2;1;4;Family;Yes;23/09/1992;Commercial;ELO;No Access;A;2;3.9;3.9;3.43;11762090
P01360;Chrompet;863;08/07/2012;120;1;1;3;Partial;No;14/07/1990;Others;NoSewr ;Paved;RH;4.2;4.9;5;4.72;7341810
P01066;Anna Nagar;1556;16/01/2013;181;;1;4;Partiall;No;23/01/1986;House;NoSewr ;No Access;RM;4.8;2.7;2;3.155;10797790
P01626;Karapakkam;1376;07/03/2012;181;2;2;4;AdjLand;No;12/03/1993;House;NoSewr ;No Access;RM;2.4;2.8;5;3.56;8105250
P09371;Chrompet;1245;01/01/2007;134;2;1;4;Family;Yes;11/01/1968;Commercial;ELO;No Access;RL;4.2;3.1;2.4;3.22;13663850
P02744;Adyar;999;07/08/2011;191;1;1;3;AdjLand;No;16/08/1973;Commercial;NoSeWa;No Access;RL;3.8;3.1;4.7;4.11;11946470
P05354;Karapakkam;951;11/03/2010;142;1;1;3;Family;Yes;18/03/1982;Others;NoSewr ;Gravel;C;3.9;3.8;2.7;3.39;6480125
P07004;KK Nagar;2136;28/03/2009;149;3;2;5;Partial;Yes;01/04/1995;Others;NoSewr ;Paved;RM;2.3;3.8;4.8;3.75;12967200
P00542;Anna Nagar;1734;21/01/2014;86;1;1;4;AbNormal;No;27/01/1990;House;ELO;No Access;RH;3.1;4.9;2.3;3.23;10497580
P02925;Karapakkam;909;28/06/2011;141;1;1;3;AbNormal;Yes;02/07/1995;Commercial;AllPub;Paved;RM;3.6;4.9;3;3.75;10578000
P00903;Anna Nagar;1585;13/05/2013;135;1;1;4;AbNormal;No;24/05/1969;Commercial;ELO;Paved;RM;2.4;4;2;2.64;17934280
P03609;Chrompet;1115;17/02/2011;144;1;1;3;Family;Yes;26/02/1975;House;ELO;Paved;RL;2.9;3.1;4.1;3.34;9005600
P01173;T Nagar;1973;14/11/2012;80;2;1;5;Normal Sale;Yes;21/11/1984;House;AllPub;No Access;RL;2.9;4;3.4;3.4;13614160
P02811;Velachery;1528;21/07/2011;143;2;1;4;AdjLand;No;24/07/1997;Others;AllPub;No Access;C;3.4;3.6;4.7;3.88;7882680
P09699;Velachery;1833;01/02/2006;164;3;2;5;AdjLand;Yes;11/02/1966;Commercial;NoSeWa;Paved;RH;2.6;3.2;4.5;3.44;15741200
P00402;T Nagar;1649;13/05/2014;82;1;1;4;AbNormal;No;18/05/1994;House;NoSewr ;Gravel;RM;4.7;4.6;3;3.91;12924300
P08147;KK Nagar;1546;09/04/2008;129;2;1;4;AbNormal;No;16/04/1981;Commercial;AllPub;Gravel;RM;2.5;4.3;2.8;3.16;14241140
P07667;Chrompet;768;07/09/2008;130;1;1;2;AdjLand;Yes;10/09/1997;Others;NoSewr ;Gravel;RM;3.8;4.4;5;4.4;10300610
P06840;KK Nagar;2417;09/05/2009;196;4;2;6;Partial;No;16/05/1983;House;NoSeWa;Gravel;RL;4.9;2.2;2.1;2.97;11436120
P01465;Adyar;1103;19/04/2012;193;1;1;3;Partial;Yes;25/04/1988;Commercial;ELO;Gravel;I;2.6;5;2.8;3.18;13089560
P06724;Velachery;1614;12/06/2009;67;2;1;4;Partial;No;18/06/1986;Commercial;AllPub;No Access;A;4.1;3.8;2.2;3.4;10875910
P05592;KK Nagar;2496;29/01/2010;88;4;2;6;AbNormal;Yes;05/02/1982;Commercial;AllPub;Gravel;RL;3.6;4.2;3.9;3.9;20231160
P01109;Chrompet;704;19/12/2012;169;1;1;2;AbNormal;No;24/12/1994;Others;NoSeWa;Paved;RL;4.7;2.1;2.3;2.94;7176980
P00864;Anna Nagar;1808;09/06/2013;130;2;1;5;Normal Sale;Yes;18/06/1979;Others;ELO;No Access;RL;2.9;2.2;3.1;2.805;13475870
P01045;Anna Nagar;1823;29/01/2013;13;2;1;5;Normal Sale;Yes;09/02/1971;Commercial;NoSewr ;Paved;RL;3.9;4;4.1;4.005;20819590
P02751;Karapakkam;1396;05/08/2011;139;2;2;4;AbNormal;No;15/08/1970;House;ELO;Gravel;C;4.9;4.7;3;4.08;6049750
P03576;Anna Nagar;1956;24/02/2011;64;2;1;5;AdjLand;No;03/03/1983;Others;NoSewr ;Paved;RL;2.1;3.1;4.1;3.15;14465540
P06656;Chrompet;760;02/07/2009;24;1;1;2;AbNormal;Yes;03/07/2005;House;ELO;Paved;RL;3.7;3.8;4;3.83;8274000
P08947;Velachery;1642;08/06/2007;87;2;1;4;AdjLand;No;15/06/1979;Commercial;NoSeWa;Gravel;RM;3.1;3.4;3.1;3.24;15340410
P04605;Karapakkam;1366;01/08/2010;83;2;2;4;Family;Yes;06/08/1988;Commercial;NoSeWa;Paved;RL;5;3.9;2.5;3.67;11943500
P00724;Anna Nagar;1929;12/09/2013;44;2;1;5;Family;Yes;20/09/1983;Commercial;ELO;Paved;RM;3;3.4;3.1;3.14;22104600
P07732;KK Nagar;1910;17/08/2008;166;3;2;5;Normal Sale;Yes;20/08/1999;House;NoSewr ;Gravel;RM;3.7;2.9;4.2;3.66;12343180
P00257;T Nagar;1995;21/08/2014;151;2;1;5;Partial;No;27/08/1990;House;ELO;No Access;RM;4.5;2.6;4.2;3.89;12756380
P01703;Karapakkam;1111;23/02/2012;91;1;1;3;Partial;Yes;05/03/1971;House;AllPub;Gravel;RM;3.4;2.6;3.3;3.12;8631250
P08968;Anna Nagar;1969;01/06/2007;102;2;1;5;AdjLand;Yes;06/06/1986;Others;ELO;Gravel;RH;4.3;3;2;3.055;15342740
P01554;Chrompet;908;19/03/2012;168;1;1;3;Partial;No;28/03/1977;Others;NoSewr ;Paved;RH;4.4;3.1;3.7;3.67;7196210
P09136;Adyar;964;24/03/2007;183;1;1;3;Family;No;01/04/1973;Others;AllPub;No Access;C;3;3.4;3;3.08;6208110
P02721;Adyar;777;11/08/2011;196;1;1;2;Partial;Yes;17/08/1986;Others;NoSeWa;No Access;RM;4.7;4.5;2;3.31;8517175
P00216;Anna Nagar;1525;13/09/2014;114;1;1;4;Family;Yes;21/09/1983;Commercial;AllPub;Gravel;RM;4.7;4.7;5;4.82;19571820
P00939;Chrompet;857;18/04/2013;77;1;1;3;Family;No;20/04/2005;Commercial;AllPub;Gravel;RM;3.5;4.9;2.1;3.64;12232800
P05754;Karapakkam;1399;28/12/2009;137;2;2;4;Family;No;07/01/1970;Commercial;AllPub;No Access;RM;4.2;4;3;3.66;11019000
P04410;KK Nagar;1368;07/09/2010;6;2;1;4;AdjLand;Yes;14/09/1982;Others;AllPub;Gravel;RL;3.3;4;4.4;3.95;10801520
P05984;Karapakkam;1132;15/11/2009;88;1;1;3;AbNormal;Yes;19/11/1993;House;NoSeWa;No Access;RL;4.1;2.4;3.6;3.39;7387000
P02973;KK Nagar;1339;21/06/2011;26;2;1;4;AbNormal;Yes;22/06/2005;Others;NoSeWa;Gravel;RM;3.5;3;3.8;3.47;11084700
P03561;Adyar;902;28/02/2011;175;1;1;3;AbNormal;No;01/03/2006;Commercial;NoSeWa;Gravel;C;2.8;4.2;2.8;3.08;10556375
P08859;Chrompet;944;23/07/2007;38;1;1;3;Partial;Yes;29/07/1983;Others;AllPub;Paved;RH;4.7;5;3.6;4.49;8754280
P10015;Velachery;1925;07/03/2004;38;3;2;5;Family;No;19/03/1959;House;ELO;Gravel;C;4.8;4.7;4;4.52;8372550
P00880;T Nagar;1577;30/05/2013;111;1;1;4;AbNormal;No;02/06/2003;House;NoSeWa;Gravel;RL;4.1;4.5;2;3.255;11992650
P04378;Chrompet;1078;13/09/2010;31;1;1;3;Family;Yes;21/09/1979;Others;ELO;No Access;RH;4.7;3.3;2.6;3.51;8372710
P06486;T Nagar;1869;09/08/2009;143;2;1;5;AbNormal;Yes;19/08/1970;Commercial;NoSewr ;No Access;RM;3.6;2.5;3.6;3.325;21283130
P05613;Karapakkam;1650;25/01/2010;151;2;2;4;AdjLand;No;26/01/2005;House;ELO;No Access;RH;2.2;2.5;4.7;3.29;7638750
P06264;KK Nagar;2494;26/09/2009;161;4;2;6;Normal Sale;Yes;30/09/1995;Others;NoSewr ;Paved;RH;4;3.3;4.1;3.83;13347960
P00100;T Nagar;1756;12/12/2014;12;1;1;4;Partial;No;20/12/1983;House;NoSeWa;Gravel;RL;5;5;3.5;4.325;12093570
P09469;Chrompet;1138;22/11/2006;50;1;1;3;AbNormal;Yes;29/11/1979;Others;NoSewr ;Gravel;RH;2.2;4.1;2.8;3.14;10032310
P05917;Karapakkam;1652;30/11/2009;107;2;2;4;AdjLand;No;02/12/2001;Others;NoSeWa;Paved;A;3.3;2;2.9;2.75;7014500
P09804;Velachery;1954;05/06/2005;24;3;2;5;Family;No;13/06/1973;House;AllPub;Gravel;I;4.7;2.3;4.9;3.68;9484440
P06628;T Nagar;1908;11/07/2009;123;2;1;5;AdjLand;No;13/07/2001;Others;AllPub;Gravel;RL;2.5;2.8;2.2;2.44;15277200
P04665;Chrompet;1074;23/07/2010;100;1;1;3;AbNormal;No;27/07/1994;Others;NoSewr ;Gravel;RL;3;3.4;4.9;3.73;9627380
P07416;KK Nagar;2241;19/11/2008;123;4;2;6;Family;Yes;22/11/1998;House;AllPub;Paved;RH;4.1;4.8;4.4;4.43;11692000
P01622;T Nagar;1766;08/03/2012;11;1;1;4;AbNormal;Yes;18/03/1975;Commercial;ELO;No Access;RM;4.9;3.7;4.5;4.42;20283340
P04218;KK Nagar;2065;14/10/2010;29;3;2;5;AdjLand;Yes;18/10/1992;House;AllPub;Gravel;RM;4.2;3.7;2.7;3.45;13033360
P01272;Chrompet;812;12/09/2012;21;1;1;3;Normal Sale;No;15/09/2002;House;AllPub;No Access;RL;4.1;5;3.3;4.22;7226100
P04895;KK Nagar;1858;09/06/2010;75;3;2;5;AbNormal;Yes;10/06/2005;Commercial;NoSeWa;Paved;RL;2.7;2.1;4.4;3.2;16174900
P06073;Karapakkam;681;28/10/2009;198;1;1;2;Family;Yes;08/11/1966;House;AllPub;No Access;RM;4.4;3.1;2.6;3.29;6434750
P00756;Chrompet;1146;17/08/2013;92;1;1;3;AdjLand;Yes;24/08/1986;Others;NoSeWa;Paved;RH;4.3;3.3;3.4;3.63;9835470
P02521;Karapakkam;1275;17/09/2011;123;1;1;3;AbNormal;Yes;24/09/1983;House;AllPub;Paved;A;2.2;4.1;3.5;3.29;5955500
P02979;Karapakkam;829;19/06/2011;53;1;1;2;Partial;Yes;29/06/1969;House;ELO;No Access;C;4.2;4;2.5;3.46;3992000
P09720;Velachery;1951;01/12/2005;200;3;2;5;AbNormal;No;11/12/1967;Others;AllPub;Paved;RL;4.6;2.9;3.6;3.54;10983560
P03081;KK Nagar;1479;30/05/2011;192;2;1;4;Partial;No;05/06/1984;Others;AllPub;Paved;RH;2.8;4.1;4.1;3.71;8400920
P08755;Adyar;949;01/09/2007;6;1;1;3;Family;Yes;08/09/1979;Others;NoSewr ;No Access;A;3.6;4;4.6;4.18;6620420
P03724;Chrompet;802;24/01/2011;157;1;1;3;Normal Sale;Yes;26/01/2001;House;AllPub;Paved;RL;3.9;2.7;2.2;2.91;8657100
P05888;Velachery;1600;04/12/2009;7;2;1;4;Normal Sale;No;09/12/1988;Others;NoSewr ;No Access;RM;2.1;2.8;3.4;2.81;9741970
P04052;Anna Nagar;1984;17/11/2010;191;2;1;5;Partial;No;25/11/1976;Commercial;NoSeWa;Gravel;RH;4.2;4.3;2;3.345;20654230
P00019;Chrompet;1143;09/02/2015;105;1;1;3;Normal Sale;Yes;11/02/2006;Others;NoSeWa;No Access;RH;5;5;2.5;4.25;9305660
P01568;Karapakkam;1069;16/03/2012;177;1;1;3;AbNormal;No;27/03/1971;Others;AllPub;No Access;C;2.1;4.5;4.7;3.86;4661125
P05965;Chrompet;849;20/11/2009;120;1;1;3;AbNormal;No;23/11/1996;Commercial;AllPub;No Access;RM;2.4;3.6;2.1;2.79;10980150
P08790;Anna Nagar;1949;18/08/2007;2;2;1;5;Normal Sale;No;22/08/1988;Others;NoSewr ;Gravel;RM;3.9;4.3;3.8;3.96;15476650
P08430;Velachery;1650;04/01/2008;73;2;1;4;Normal Sale;Yes;06/01/2000;Others;ELO;Paved;C;4.4;4.3;4.7;4.45;9514610
P02750;Karapakkam;1078;05/08/2011;90;1;1;3;AbNormal;No;08/08/1998;Others;AllPub;Paved;RL;3;2.3;2.1;2.43;7455000
P00297;Chrompet;714;17/07/2014;105;1;1;2;Normal Sale;Yes;18/07/2008;Others;NoSeWa;Gravel;RM;3.7;4.7;3.4;4.01;9691680
P04217;T Nagar;1512;14/10/2010;163;1;1;4;Partial;Yes;16/10/2003;Commercial;AllPub;Paved;RL;2.1;4.4;4;3.53;18531240
P01084;T Nagar;1609;07/01/2013;105;1;1;4;Normal Sale;No;19/01/1968;Commercial;ELO;Paved;RL;4;3.6;3.2;3.54;17720900
P02982;KK Nagar;1779;19/06/2011;54;3;2;5;AdjLand;Yes;21/06/2001;Commercial;AllPub;Gravel;RM;2.8;5;2.1;3.18;17338600
P01525;Karapakkam;500;24/03/2012;64;1;1;2;Family;Yes;01/04/1983;Others;ELO;Gravel;RL;3.4;2.6;2;2.6;6606250
P01070;Chrompet;772;14/01/2013;159;1;1;2;AbNormal;Yes;16/01/2008;Others;NoSewr ;Paved;RH;4.7;4.7;2.9;4.16;8336390
P07947;Chrompet;1125;14/06/2008;103;1;1;3;Partial;Yes;20/06/1986;House;NoSeWa;No Access;RM;3.2;4.2;3.3;3.63;9248500
P03690;Karapakkam;1397;30/01/2011;118;2;2;4;Partial;Yes;11/02/1963;Commercial;NoSewr ;Paved;C;4.9;4.4;4.5;4.59;9888000
P08169;Chrompet;755;02/04/2008;67;1;1;2;Partial;No;06/04/1994;House;AllPub;No Access;RM;3.2;2.3;5;3.38;7099500
P03054;Chrompet;1157;05/06/2011;27;1;1;3;AdjLand;No;06/06/2005;Commercial;AllPub;No Access;RH;4.3;3.8;2.5;3.56;12632900
P06786;T Nagar;1921;25/05/2009;134;2;1;5;Family;Yes;01/06/1981;Commercial;NoSeWa;Paved;RH;3.3;3.4;5;4.09;21050860
P03173;KK Nagar;1869;13/05/2011;20;3;2;5;Family;No;17/05/1995;Others;AllPub;Gravel;RL;3.9;2.4;3.2;3.17;11190500
P00051;Chrompet;1119;15/01/2015;13;1;1;3;Partial;Yes;22/01/1986;Commercial;ELO;No Access;RM;2.4;3.3;4.5;3.39;13267150
P04493;KK Nagar;1941;21/08/2010;34;3;2;5;AdjLand;No;26/08/1990;Others;NoSeWa;Gravel;RM;3.7;3.7;3.2;3.5;12228420
P09230;Chrompet;1212;18/02/2007;40;2;1;4;AbNormal;Yes;21/02/1996;Commercial;AllPub;No Access;RL;2.7;3.8;2;2.93;14274450
P03669;Chrompet;1108;04/02/2011;30;1;1;3;AbNormal;No;08/02/1994;Commercial;NoSeWa;Gravel;RH;2.1;4.4;2.3;3.08;12538550
P06517;Anna Nagar;1843;02/08/2009;158;2;1;5;AdjLand;No;06/08/1994;House;ELO;No Access;RL;3.9;3.4;3.3;3.535;12264750
P07250;Velachery;1634;06/01/2009;50;2;1;4;Partial;No;19/01/1957;House;ELO;Gravel;A;4.5;3;4.2;3.74;6435890
P02450;Velachery;1607;02/10/2011;45;2;1;4;AdjLand;Yes;03/10/2004;Commercial;NoSeWa;No Access;A;3.4;2.6;3.9;3.19;12499040
P04444;KK Nagar;2347;30/08/2010;90;4;2;6;Partial;No;06/09/1983;Others;NoSeWa;Gravel;RM;4;3.3;3.8;3.71;12885880
P08152;KK Nagar;1758;08/04/2008;14;2;1;4;Family;No;12/04/1995;House;NoSewr ;Paved;RH;3.9;4.2;2.7;3.51;8850660
P02691;Karapakkam;1156;16/08/2011;11;1;1;3;Normal Sale;Yes;21/08/1988;House;AllPub;Paved;RL;5;4.8;2;3.74;8224250
P09447;Chrompet;1147;01/12/2006;191;1;1;3;Partial;No;10/12/1970;Commercial;ELO;Gravel;RM;2.4;2.7;3;2.7;13383200
P06410;Adyar;981;25/08/2009;169;1;1;3;Family;Yes;27/08/2000;Others;NoSeWa;No Access;RL;4.5;2.4;2.2;2.93;9347935
P05909;Chrompet;895;01/12/2009;193;1;1;3;AbNormal;Yes;07/12/1986;Others;NoSeWa;Gravel;RL;2;2.8;4.5;3.07;9533400
P07494;KK Nagar;2134;23/10/2008;167;3;2;5;Family;Yes;29/10/1987;Others;NoSeWa;Gravel;RL;4.5;5;4.5;4.65;12856900
P04979;Karapakkam;1034;23/05/2010;13;1;1;3;Partial;Yes;31/05/1976;Others;AllPub;Gravel;RM;4;2.7;4.7;3.89;9031250
P02496;Karapakkam;1649;23/09/2011;200;2;2;4;Partial;Yes;28/09/1991;Commercial;NoSewr ;Paved;RL;3.8;2.2;2.1;2.64;13264000
P03913;Chrompet;1254;16/12/2010;93;2;1;4;AdjLand;No;25/12/1973;House;AllPub;Paved;RM;2.9;3.4;2;2.83;9896150
P07898;KK Nagar;1729;01/07/2008;112;2;1;4;Partial;No;08/07/1981;House;NoSewr ;Gravel;RH;4.6;5;3;4.08;8896740
P08712;Chrompet;888;12/09/2007;145;1;1;3;Partial;Yes;14/09/1996;Commercial;AllPub;Paved;RM;5;4.7;3.1;4.31;12827050
P01822;Karapakkam;1384;01/02/2012;133;2;2;4;Partial;No;13/02/1963;Commercial;NoSewr ;Gravel;RL;3.2;3.4;4.8;3.9;11085750
P05648;Velachery;1736;18/01/2010;164;2;1;4;Normal Sale;No;29/01/1965;Others;NoSeWa;No Access;RL;2.3;3.1;2.5;2.72;9053300
P09600;Velachery;1866;06/08/2006;36;3;2;5;Partial;Yes;10/08/1988;House;NoSeWa;No Access;RL;3.1;3.6;5;3.9;10113810
P01918;Adyar;934;15/01/2012;91;1;1;3;AbNormal;No;20/01/1989;Others;NoSeWa;Paved;RH;2.6;4.8;2;2.74;8017445
P04041;Chrompet;1217;18/11/2010;123;2;1;4;Partial;Yes;25/11/1980;House;NoSeWa;Gravel;RM;4.3;3.9;4.8;4.29;10718100
P00358;Chrompet;1220;09/06/2014;114;2;1;4;Partial;Yes;14/06/1995;House;NoSewr ;No Access;RL;3.4;2.6;2.7;2.87;9191250
P06196;KK Nagar;2280;07/10/2009;168;4;2;6;Family;No;14/10/1980;House;NoSewr ;Gravel;RL;3.8;2.5;4.5;3.69;11351580
P06038;KK Nagar;2414;05/11/2009;54;4;2;6;Normal Sale;Yes;07/11/2000;Commercial;AllPub;Gravel;RL;4.1;4.8;2.8;3.79;20151580
P01779;Karapakkam;711;09/02/2012;144;1;1;2;AbNormal;No;20/02/1965;House;NoSewr ;Paved;I;4.9;2;3.3;3.39;4188750
P08294;Chrompet;887;25/02/2008;46;1;1;3;Normal Sale;Yes;06/03/1969;Commercial;AllPub;Gravel;RM;4.3;5;4.8;4.73;13118450
P06586;Velachery;1799;19/07/2009;169;2;1;4;AdjLand;Yes;22/07/1997;Others;ELO;Gravel;RH;4.8;2.5;2.2;2.99;11762140
P03166;Adyar;991;14/05/2011;133;1;1;3;Partial;Yes;23/05/1975;Commercial;AllPub;Paved;RM;2.5;4.1;5;4.07;13746840
P02066;Karapakkam;1302;16/12/2011;45;1;1;3;AdjLand;Yes;24/12/1979;Others;ELO;Gravel;RH;2.6;4;4.7;3.86;8871250
P08703;Chrompet;1147;15/09/2007;159;1;1;3;Normal Sale;Yes;24/09/1969;House;NoSewr ;Gravel;RH;3.9;4.4;4.2;4.19;9352100
P02119;Karapakkam;512;07/12/2011;4;1;1;2;Family;No;13/12/1985;Commercial;NoSewr ;Gravel;C;3.2;3.5;3.5;3.41;5244500
P02432;Karapakkam;1636;05/10/2011;5;2;2;4;Partial;No;13/10/1976;Others;AllPub;No Access;A;2.2;4.6;2.9;3.2;5624750
P03607;Karapakkam;616;17/02/2011;84;1;1;2;AbNormal;No;24/02/1981;Commercial;ELO;Gravel;RH;3.9;2;4.9;3.73;6805500
P01076;Anna Nagar;1999;11/01/2013;4;2;1;5;Normal Sale;Yes;15/01/1997;Commercial;ELO;No Access;RH;2.9;4.7;2.1;3.03;21276220
P01657;Karapakkam;593;01/03/2012;101;1;1;2;Normal Sale;Yes;05/03/1998;Others;ELO;Gravel;A;2.2;4.6;2;2.84;4863375
P02581;Karapakkam;1558;07/09/2011;133;2;2;4;AdjLand;Yes;17/09/1971;Others;NoSeWa;Paved;C;2.8;4.3;5;4.13;7898250
P09670;Velachery;1501;23/03/2006;103;2;1;4;AdjLand;Yes;03/04/1960;Others;AllPub;Paved;C;3.3;2;2;2.33;8661120
P09107;Velachery;1827;04/04/2007;182;3;2;5;AdjLand;No;11/04/1978;Commercial;ELO;Paved;RH;2.6;3;3.7;3.11;14818680
P03495;KK Nagar;2051;17/03/2011;30;3;2;5;Partial;No;18/03/2005;House;NoSewr ;Gravel;RM;3;2.1;4.4;3.29;11437920
P09274;Chrompet;894;05/02/2007;117;1;1;3;Partial;Yes;12/02/1979;Others;AllPub;Paved;RL;3.6;3.8;5;4.1;9038780
